,address,price,price_m2,area_m2,rooms,floor,parking,market,build_yr,building_type,elevator,heating_type,max_floor,balcony,backyard,terrace,building_age,district,street,log_price,log_price_m2,log_area_m2
1376,"Gdynia, Oksywie",502522.0,8450.0,59.47,4.0,1.0,0,wtórny,,,0.0,,3.0,0,0,0,,Oksywie,,5.701155079564079,3.926856708949692,1.7742979384992774
1377,"Gdynia, Oksywie",527568.0,10250.0,51.47,4.0,1.0,0,wtórny,,,0.0,,3.0,0,0,0,,Oksywie,,5.722278445242615,4.010723865391773,1.7115541682501696
1378,"Gdynia, Obłuże, Bosmańska",590000.0,14750.0,40.0,2.0,0.0,1,wtórny,,apartamentowiec,1.0,,2.0,0,1,0,,Obłuże,,5.770852011642144,4.168792020314182,1.6020599913279623
1379,"Gdynia, Orłowo, Legionów",3499000.0,32101.0,109.0,4.0,7.0,0,wtórny,2021.0,,0.0,,7.0,0,0,0,1.0,Orłowo,,6.5439439424829065,4.50651856161725,2.037426497940624
1380,"Gdynia, Śródmieście, Świętojańska",1255000.0,28452.0,44.11,2.0,4.0,1,wtórny,2015.0,apartamentowiec,1.0,miejskie,5.0,0,0,0,7.0,Śródmieście,,6.098643725817057,4.454112800025813,1.6445370577784073
1381,"Gdynia, Śródmieście, Żołnierzy I Armii Wojska Polskiego",1300000.0,21224.0,61.25,4.0,3.0,1,wtórny,2019.0,,0.0,,4.0,0,0,0,3.0,Śródmieście,,6.113943352306837,4.326827236974273,1.78710609303657
1382,"Gdynia, Witomino, Gajowa",550000.0,8088.0,68.0,3.0,1.0,0,wtórny,1937.0,,0.0,,2.0,1,1,1,85.0,Witomino,,5.740362689494244,3.9078411425829445,1.8325089127062364
1383,"Gdynia, Redłowo, Bohaterów Starówki Warszawskiej",349000.0,15664.0,22.28,1.0,3.0,0,wtórny,1970.0,blok,1.0,miejskie,10.0,0,0,0,52.0,Redłowo,,5.54282542695918,4.194902674459063,1.3479151865016914
1384,"Sucharskiego, Gdynia, pomorskie",449000.0,8456.0,53.1,3.0,3.0,0,wtórny,1985.0,blok,0.0,miejskie,4.0,1,0,0,37.0,,Sucharskiego,5.652246341003323,3.92716497429937,1.725094521081469
1385,"Gdynia, Witomino, Widna",389000.0,11102.0,35.04,2.0,4.0,1,wtórny,1975.0,,0.0,,4.0,0,0,0,47.0,Witomino,,5.589949601325708,4.045401222995842,1.544564097496043
1386,"Gdynia, Redłowo, Legionów",3499000.0,32101.0,109.0,4.0,7.0,1,wtórny,2021.0,,0.0,,7.0,0,0,1,1.0,Redłowo,,6.5439439424829065,4.50651856161725,2.037426497940624
1387,"Gdynia, Wzgórze Św. Maksymiliana, gen. Józefa Hallera",496000.0,9920.0,50.0,2.0,0.0,0,wtórny,,,0.0,,4.0,0,0,0,,Wzgórze Św. Maksymiliana,,5.695481676490197,3.9965116721541785,1.6989700043360187
1388,"Gdynia, Chwarzno-Wiczlino, gen. Mariusza Zaruskiego",799000.0,11066.0,72.2,3.0,1.0,1,wtórny,2010.0,blok,1.0,miejskie,3.0,1,0,0,12.0,Chwarzno-Wiczlino,,5.902546779313991,4.043990665878134,1.8585371975696392
1389,"Gdynia, Pogórze",369938.5,8990.0,41.15,2.0,0.0,1,pierwotny,2023.0,,0.0,,3.0,1,1,1,-1.0,Pogórze,,5.568129531281517,3.9537596917332287,1.6143698395482886
1390,"Gdynia, Witomino",48000.0,3200.0,15.0,1.0,,0,wtórny,,,1.0,miejskie,,0,0,0,,Witomino,,4.681241237375588,3.505149978319906,1.1760912590556813
1391,"Gdynia, Śródmieście, Podjazd",1000000.0,11077.0,90.28,4.0,3.0,1,wtórny,,,0.0,,5.0,0,0,0,,Śródmieście,,6.0,4.044422155711843,1.9555915504057244
1392,"Gdynia, Mały Kack, Strzelców",990000.0,13775.0,71.87,3.0,4.0,1,wtórny,2013.0,apartamentowiec,1.0,miejskie,6.0,1,0,0,9.0,Mały Kack,,5.99563519459755,4.139091607523823,1.856547644856748
1393,"Gdynia, Orłowo, Bytomska",859000.0,11476.0,74.85,4.0,1.0,1,wtórny,1938.0,kamienica,0.0,gazowe,2.0,0,0,1,84.0,Orłowo,,5.933993163831242,4.059790539573961,1.874191804679071
1394,"Gdynia, Witomino, Widna",399000.0,11387.0,35.04,2.0,4.0,1,wtórny,,blok,0.0,miejskie,4.0,0,0,0,,Witomino,,5.600972895686748,4.056409320649918,1.544564097496043
1395,"Gdynia, Mały Kack, Wzgórze Bernadowo",1150000.0,12352.0,93.1,4.0,1.0,1,wtórny,1995.0,,0.0,gazowe,2.0,0,0,0,27.0,Mały Kack,,6.060697840353612,4.0917372829916605,1.9689496809813425
1396,"Gdynia, Chylonia, Nowodworskiego",299000.0,4600.0,65.0,3.0,0.0,1,wtórny,1950.0,dom,0.0,inne,1.0,0,1,1,72.0,Chylonia,,5.47567118832443,3.662757831681574,1.8129133566428555
1397,"Gdynia, Śródmieście, Hieronima Derdowskiego",570000.0,12424.0,45.88,2.0,3.0,1,wtórny,1960.0,blok,0.0,miejskie,4.0,1,0,0,62.0,Śródmieście,,5.7558748556724915,4.094261442720502,1.6616234092292301
1398,"Gdynia, Pogórze, Stanisława Staszica",429000.0,10214.0,42.0,2.0,2.0,0,wtórny,2015.0,blok,0.0,miejskie,3.0,1,0,0,7.0,Pogórze,,5.632457292184724,4.009195853519521,1.6232492903979006
1399,"Gdynia, Pogórze",399000.0,6343.0,62.9,3.0,4.0,0,wtórny,1988.0,blok,0.0,miejskie,4.0,0,0,0,34.0,Pogórze,,5.600972895686748,3.802294711397464,1.7986506454452689
1400,"Gdynia, Redłowo",540000.0,9818.0,55.0,3.0,1.0,0,wtórny,1964.0,blok,0.0,,4.0,0,0,0,58.0,Redłowo,,5.732393759822968,3.9920230277638504,1.7403626894942439
1401,"Gdynia, Wzgórze Św. Maksymiliana, Mikołaja Kopernika",599000.0,13311.0,45.0,2.0,0.0,0,wtórny,1929.0,kamienica,0.0,gazowe,3.0,0,0,0,93.0,Wzgórze Św. Maksymiliana,,5.7774268223893115,4.1242106834362176,1.6532125137753437
1402,"Gdynia, Pogórze, płk. Stanisława Dąbka",384752.5,9350.0,41.15,2.0,0.0,0,pierwotny,2022.0,,1.0,miejskie,2.0,0,0,0,0.0,Pogórze,,5.585181450420807,3.9708116108725178,1.6143698395482886
1403,"Gdynia, pomorskie",550000.0,10185.0,54.0,3.0,5.0,1,wtórny,1973.0,blok,1.0,miejskie,11.0,1,0,0,49.0,,,5.740362689494244,4.007961033336183,1.7323937598229686
1404,"Gdynia, Grabówek",420000.0,7119.0,59.0,3.0,2.0,0,wtórny,,blok,0.0,elektryczne,2.0,1,0,0,,Grabówek,,5.623249290397901,3.8524189929370016,1.7708520116421442
1405,"Gdynia, Grabówek, Stefana Okrzei",560000.0,7985.0,70.13,3.0,3.0,0,wtórny,1938.0,blok,0.0,,3.0,1,0,0,84.0,Grabówek,,5.748188027006201,3.9022749204745018,1.8459038388987825
1406,"Gdynia, Pogórze",496449.0,7980.0,62.21,3.0,0.0,1,pierwotny,2022.0,blok,1.0,gazowe,3.0,0,1,0,0.0,Pogórze,,5.69587464023076,3.9020028913507296,1.7938602013426697
1407,"Gdynia, Chwarzno-Wiczlino, Wiczlino, Romana Felińskiego",819000.0,10992.0,74.51,4.0,1.0,1,wtórny,2019.0,blok,1.0,miejskie,3.0,1,0,0,3.0,Chwarzno-Wiczlino,,5.913283901760418,4.041076719715475,1.8722145633975855
1408,"Gdynia, Działki Leśne, ul. Nowogrodzka",899000.0,12680.0,70.9,3.0,1.0,1,wtórny,1920.0,kamienica,0.0,gazowe,2.0,1,0,0,102.0,Działki Leśne,,5.953759691733229,4.103119253545714,1.8506462351830666
1409,"Gdynia, Orłowo, Świętopełka",4550000.0,32500.0,140.0,4.0,2.0,1,wtórny,2003.0,apartamentowiec,1.0,,2.0,0,1,1,19.0,Orłowo,,6.658011396657113,4.511883360978874,2.146128035678238
1410,"Zwycięstwa, Gdynia, pomorskie",732240.0,16200.0,45.2,2.0,5.0,1,pierwotny,2023.0,,1.0,,8.0,0,0,0,-1.0,Orłowo,Zwycięstwa,5.864653449354013,4.209515014542631,1.6551384348113822
1411,"Gdynia, Śródmieście",651222.0,22188.0,29.35,1.0,2.0,0,pierwotny,,,0.0,,3.0,0,0,0,,Śródmieście,,5.813729063744185,4.3461181572067975,1.4676081055836332
1412,"Gdynia, Śródmieście",1773739.0,19194.0,92.41,4.0,3.0,0,pierwotny,,,0.0,,3.0,0,0,0,,Śródmieście,,6.248889715158066,4.28316549046775,1.9657189702442208
1413,"Gdynia, Śródmieście",425000.0,11806.0,36.0,2.0,10.0,1,wtórny,1970.0,blok,1.0,miejskie,7.0,1,0,0,52.0,Śródmieście,,5.628388930050312,4.072102778885176,1.5563025007672873
1414,"Gdynia, Obłuże, płk. Stanisława Dąbka",461000.0,7748.0,59.5,3.0,3.0,0,wtórny,1978.0,blok,1.0,miejskie,10.0,1,0,0,44.0,Obłuże,,5.663700925389648,3.889189612047073,1.7745169657285496
1415,"Gdynia, Cisowa, Chylońska",670000.0,7882.0,85.0,5.0,1.0,0,wtórny,1929.0,kamienica,0.0,miejskie,2.0,0,0,0,93.0,Cisowa,,5.826074802700826,3.8966364305295844,1.9294189257142926
1416,"Gdynia, Orłowo",1290000.0,18429.0,70.0,2.0,2.0,1,wtórny,1938.0,kamienica,0.0,,,0,0,0,84.0,Orłowo,,6.110589710299249,4.265501770039226,1.845098040014257
1417,"Gdynia, Wielki Kack, Starochwaszczyńska",509000.0,12546.0,40.57,2.0,2.0,0,wtórny,2019.0,,0.0,miejskie,3.0,0,0,0,3.0,Wielki Kack,,5.706717782336758,4.098505283201315,1.6082050077043262
1418,"Gdynia, Oksywie, inż. J. Śmidowicza",399000.0,6809.0,58.6,2.0,2.0,0,wtórny,1936.0,kamienica,0.0,gazowe,2.0,1,0,0,86.0,Oksywie,,5.600972895686748,3.833083334178343,1.7678976160180906
1419,"Gdynia, Śródmieście, Świętojańska",299000.0,13907.0,21.5,1.0,2.0,0,wtórny,1936.0,kamienica,0.0,miejskie,5.0,1,0,0,86.0,Śródmieście,,5.47567118832443,4.14323345465317,1.3324384599156054
1420,"Gdynia, Mały Kack, Podleśna",1080000.0,10927.0,98.84,4.0,2.0,1,wtórny,2018.0,apartamentowiec,1.0,inne,2.0,1,0,1,4.0,Mały Kack,,6.033423755486949,4.0385009430766745,1.9949327367300418
1421,"Gdynia, pomorskie",569000.0,10345.0,55.0,3.0,1.0,0,wtórny,2018.0,,1.0,miejskie,8.0,1,0,0,4.0,,,5.755112266395071,4.0147304950017535,1.7403626894942439
1422,"Gdynia, Mały Kack, Strzelców",749000.0,15637.0,47.9,2.0,0.0,1,wtórny,2017.0,apartamentowiec,1.0,miejskie,3.0,0,1,0,5.0,Mały Kack,,5.874481817699467,4.194153436165099,1.6803355134145632
1423,"Gdynia, Obłuże, Konstantego Maciejewicza",519999.0,7143.0,72.8,4.0,2.0,1,wtórny,1980.0,,0.0,miejskie,3.0,1,0,0,42.0,Obłuże,,5.7160025084523,3.8538806501245424,1.8621313793130372
1424,"Gdynia, Śródmieście, Wójta Radtkego",879000.0,9365.0,93.86,4.0,3.0,0,wtórny,1940.0,,0.0,miejskie,4.0,0,0,0,82.0,Śródmieście,,5.943988875073772,3.971507781711256,1.972480549876476
1425,"Gdynia, Obłuże, Konstantego Maciejewicza",519999.0,7143.0,72.8,3.0,2.0,1,wtórny,1980.0,,0.0,miejskie,3.0,1,0,0,42.0,Obłuże,,5.7160025084523,3.8538806501245424,1.8621313793130372
1426,"Gdynia, Karwiny, Stanisławy Fleszarowej-Muskat",680000.0,8739.0,77.81,3.0,3.0,0,wtórny,1997.0,blok,0.0,gazowe,3.0,0,1,0,25.0,Karwiny,,5.832508912706237,3.94146173934733,1.8910354153153108
1427,"Gdynia, Obłuże, inż. J. Śmidowicza",502522.0,8450.0,59.47,4.0,1.0,1,pierwotny,2021.0,blok,0.0,miejskie,3.0,1,0,0,1.0,Obłuże,,5.701155079564079,3.926856708949692,1.7742979384992774
1428,"Gdynia, Chylonia, Morska",469000.0,8849.0,53.0,3.0,6.0,0,wtórny,,,0.0,,10.0,1,0,0,,Chylonia,,5.671172842715083,3.9468941951023266,1.724275869600789
1429,"Gdynia, Mały Kack, Leśna",1149000.0,14753.0,77.88,3.0,0.0,1,wtórny,2009.0,apartamentowiec,0.0,miejskie,3.0,0,0,1,13.0,Mały Kack,,6.0603200286882855,4.168880342413643,1.891425942847994
1430,"Gdynia, Orłowo, Spacerowa",1950000.0,37500.0,52.0,2.0,0.0,1,wtórny,,,0.0,,3.0,0,1,1,,Orłowo,,6.290034611362518,4.574031267727719,1.7160033436347992
1431,"Gdynia, Redłowo, Legionów",1390000.0,17970.0,77.35,3.0,3.0,0,wtórny,2021.0,apartamentowiec,1.0,miejskie,7.0,0,0,0,1.0,Redłowo,,6.143014800254095,4.254548077108974,1.8884603180353863
1432,"Gdynia, Redłowo, Legionów",1149000.0,16877.0,68.08,3.0,10.0,1,wtórny,2006.0,,0.0,,12.0,0,0,0,16.0,Redłowo,,6.0603200286882855,4.227295250391711,1.8330195470765314
1433,"Gdynia, Oksywie, inż. J. Śmidowicza",506502.0,8550.0,59.24,4.0,2.0,0,pierwotny,2021.0,blok,1.0,miejskie,4.0,0,0,0,1.0,Oksywie,,5.704581164577344,3.931966114728173,1.7726150498491708
1434,"Gdynia, Redłowo, Powstania Wielkopolskiego",1500000.0,18987.0,79.0,3.0,3.0,0,wtórny,2015.0,blok,0.0,,3.0,0,0,0,7.0,Redłowo,,6.176091259055681,4.278456350394209,1.8976270912904414
1435,"Gdynia, Wzgórze Św. Maksymiliana",1348785.0,17839.0,75.61,3.0,2.0,0,pierwotny,2022.0,apartamentowiec,1.0,miejskie,6.0,1,0,0,0.0,Wzgórze Św. Maksymiliana,,6.129942727466423,4.251370505496703,1.8785792380622193
1436,"Gdynia, Oksywie",599000.0,8251.0,72.6,4.0,1.0,0,wtórny,1982.0,blok,0.0,miejskie,4.0,0,0,0,40.0,Oksywie,,5.7774268223893115,3.9165065871151556,1.8609366207000937
1437,"Gdynia, Obłuże",599000.0,8251.0,72.6,4.0,1.0,0,wtórny,1982.0,blok,0.0,miejskie,4.0,0,0,0,40.0,Obłuże,,5.7774268223893115,3.9165065871151556,1.8609366207000937
1438,"Sopocka, Gdynia, pomorskie",920000.0,8598.0,107.0,4.0,1.0,0,wtórny,,,0.0,,2.0,0,0,0,,,Sopocka,5.963787827345556,3.9343974407809883,2.0293837776852097
1439,"Gdynia, Pogórze, adm. J. Unruga",410000.0,6518.0,62.9,3.0,4.0,0,wtórny,1986.0,blok,0.0,miejskie,4.0,1,0,0,36.0,Pogórze,,5.6127838567197355,3.8141143561291253,1.7986506454452689
1440,"Gdynia, Chylonia, Chylońska",329000.0,8681.0,37.9,2.0,2.0,0,wtórny,,blok,0.0,miejskie,10.0,1,0,0,,Chylonia,,5.517195897949974,3.938569756221061,1.5786392099680724
1441,"Gdynia, Redłowo",620000.0,14419.0,43.0,2.0,6.0,0,wtórny,1980.0,blok,1.0,miejskie,10.0,1,0,0,42.0,Redłowo,,5.7923916894982534,4.158935141829918,1.6334684555795864
1442,"Gdynia, Śródmieście, Morska",970000.0,9898.0,98.0,6.0,3.0,1,wtórny,1938.0,kamienica,0.0,miejskie,4.0,0,0,0,84.0,Śródmieście,,5.986771734266245,3.9955474494751373,1.9912260756924949
1443,"Gdynia, Cisowa, Chylońska",409000.0,8629.0,47.4,2.0,0.0,0,wtórny,,blok,0.0,miejskie,4.0,1,0,0,,Cisowa,,5.611723308007342,3.9359604689891663,1.675778341674085
1444,"Gdynia, Dąbrowa",925000.0,7198.0,128.5,4.0,3.0,1,wtórny,2001.0,blok,0.0,miejskie,3.0,1,0,0,21.0,Dąbrowa,,5.9661417327390325,3.8572118423168926,2.1089031276673134
1445,"Gdynia, Śródmieście, Węglowa",2681640.0,20224.0,132.6,5.0,10.0,1,pierwotny,2020.0,apartamentowiec,1.0,miejskie,17.0,0,0,0,2.0,Śródmieście,,6.428400475041514,4.305867056602291,2.1225435240687545
1446,"Gdynia, Mały Kack, Bernadowo, Bernadowska",2383949.0,18019.0,132.3,4.0,2.0,1,pierwotny,2020.0,apartamentowiec,1.0,miejskie,2.0,1,0,0,2.0,Mały Kack,,6.377296960273109,4.2557306852816295,2.121559844187501
1447,"Gdynia, Śródmieście, Węglowa",2738923.2,20656.0,132.6,5.0,10.0,1,pierwotny,2020.0,apartamentowiec,1.0,miejskie,17.0,0,0,0,2.0,Śródmieście,,6.437579854713316,4.315046224922345,2.1225435240687545
1448,"Gdynia, Śródmieście, Węglowa",829429.2,17352.0,47.8,1.0,4.0,1,pierwotny,2020.0,apartamentowiec,1.0,miejskie,17.0,0,0,0,2.0,Śródmieście,,5.918779320605579,4.239349539006136,1.6794278966121188
1449,"Gdynia, Kamienna Góra",1195000.0,22981.0,52.0,2.0,1.0,0,wtórny,2009.0,apartamentowiec,1.0,miejskie,2.0,0,0,1,13.0,Kamienna Góra,,6.077367905284157,4.361368922743597,1.7160033436347992
1450,"Gdynia, Dąbrowa, Lukrecjowa",460000.0,8244.0,55.8,3.0,2.0,1,wtórny,1994.0,blok,0.0,miejskie,4.0,1,0,0,28.0,Dąbrowa,,5.662757831681574,3.916137983107175,1.7466341989375787
1451,"Gdynia, Działki Leśne, Szczecińska",619920.0,14760.0,42.0,1.0,0.0,1,wtórny,,apartamentowiec,0.0,,3.0,0,0,0,,Działki Leśne,,5.792335647884923,4.169086357487023,1.6232492903979006
1452,"Gdynia, Chwarzno-Wiczlino",630000.0,9130.0,69.0,4.0,3.0,1,pierwotny,,,0.0,,3.0,1,0,0,,Chwarzno-Wiczlino,,5.799340549453582,3.960470777534299,1.8388490907372552
1453,"Gdynia, Cisowa, Zbożowa",365000.0,7449.0,49.0,2.0,6.0,0,wtórny,,,0.0,,10.0,0,0,0,,Cisowa,,5.562292864456475,3.8720979742742268,1.6901960800285136
1454,"Gdynia, Leszczynki, Bronisława Dembińskiego",750000.0,13179.0,56.91,3.0,1.0,0,wtórny,,,0.0,,,1,0,0,,Leszczynki,,5.8750612633917,4.119882457984983,1.755188585608325
1455,"Gdynia, Dąbrowa, Miętowa",680000.0,11333.0,60.0,2.0,0.0,1,wtórny,2018.0,,1.0,miejskie,2.0,0,1,0,4.0,Dąbrowa,,5.832508912706237,4.0543448887676306,1.7781512503836436
1456,"Gdynia, Śródmieście, Żołnierzy I Armii Wojska Polskiego",2800000.0,28962.0,96.68,4.0,3.0,1,wtórny,2019.0,apartamentowiec,1.0,miejskie,5.0,1,0,0,3.0,Śródmieście,,6.447158031342219,4.461828549202336,1.9853366417356129
1457,"Gdynia, Mały Kack, Strzelców",990000.0,14350.0,68.99,3.0,2.0,1,wtórny,2015.0,,0.0,,4.0,1,0,0,7.0,Mały Kack,,5.99563519459755,4.156851901070011,1.8387861449465945
1458,"Gdynia, Chwarzno-Wiczlino, Chwarzno",747000.0,7965.0,93.79,4.0,2.0,0,pierwotny,2023.0,,0.0,,3.0,0,0,0,-1.0,Chwarzno-Wiczlino,,5.873320601815399,3.9011857801371503,1.9721565358594937
1459,"Gdynia, Obłuże, Biała",539000.0,7857.0,68.6,3.0,2.0,1,wtórny,1990.0,dom,0.0,gazowe,2.0,0,1,0,32.0,Obłuże,,5.731588765186738,3.8952567531448947,1.8363241157067516
1460,"Gdynia, Śródmieście, Stefana Żeromskiego",536000.0,14922.0,35.92,2.0,0.0,0,pierwotny,2024.0,,0.0,,4.0,0,1,1,-2.0,Śródmieście,,5.72916478969277,4.17382703565358,1.5553363279952668
1461,"Gdynia, Śródmieście, Stefana Żeromskiego",507265.0,18240.0,27.81,1.0,1.0,0,pierwotny,2024.0,,0.0,,4.0,1,1,1,-2.0,Śródmieście,,5.705234898132019,4.261024833992398,1.4442009888641596
1462,"Gdynia, Śródmieście, św. Piotra",490240.0,16000.0,30.64,1.0,2.0,1,pierwotny,2023.0,apartamentowiec,1.0,miejskie,18.0,0,0,0,-1.0,Śródmieście,,5.690408743616491,4.204119982655925,1.4862887609605664
1463,"Gdynia, Śródmieście, św. Piotra",615125.0,17500.0,35.15,1.0,5.0,1,pierwotny,2023.0,apartamentowiec,1.0,miejskie,18.0,0,0,0,-1.0,Śródmieście,,5.788963378042137,4.243038048686294,1.5459253293558428
1464,"Gdynia, Śródmieście, św. Piotra",805860.0,16500.0,48.84,2.0,5.0,1,pierwotny,2023.0,apartamentowiec,1.0,miejskie,18.0,0,0,1,-1.0,Śródmieście,,5.906259599486751,4.217483944213907,1.6887756552728448
1465,"Gdynia, Śródmieście, św. Piotra",820990.0,19000.0,43.21,2.0,6.0,1,pierwotny,2023.0,apartamentowiec,1.0,miejskie,18.0,0,0,1,-1.0,Śródmieście,,5.914337867264059,4.278753600952829,1.63558426631123
1466,"Gdynia, Śródmieście, św. Piotra",1253175.0,16500.0,75.95,3.0,6.0,1,pierwotny,2023.0,apartamentowiec,1.0,miejskie,18.0,0,0,1,-1.0,Śródmieście,,6.0980117224127115,4.217483944213907,1.8805277781988052
1467,"Gdynia, Chwarzno-Wiczlino, Chwarzno",421000.0,9703.0,43.39,2.0,3.0,0,pierwotny,2024.0,,0.0,,3.0,0,0,0,-2.0,Chwarzno-Wiczlino,,5.624282095835668,3.986906031380721,1.637389650129212
1468,"Gdynia, Chwarzno-Wiczlino, Chwarzno",371000.0,9740.0,38.09,2.0,0.0,0,pierwotny,2024.0,,0.0,,3.0,0,0,0,-2.0,Chwarzno-Wiczlino,,5.569373909615046,3.9885589568786157,1.5808109726609463
1469,"Gdynia, Chwarzno-Wiczlino, Chwarzno, Franciszka Sokoła",950000.0,6373.0,149.07,5.0,1.0,0,wtórny,1999.0,,0.0,,3.0,0,0,0,23.0,Chwarzno-Wiczlino,,5.977723605288848,3.8043439184798657,2.1733902514651953
1470,"Gdynia, Karwiny, Leopolda Staffa",540000.0,8571.0,63.0,3.0,0.0,0,wtórny,1998.0,,0.0,,4.0,1,0,0,24.0,Karwiny,,5.732393759822968,3.9330314951024055,1.7993405494535817
1471,"Gdynia, Wzgórze Św. Maksymiliana, Żołnierzy Dywizji Kościuszkowskiej",1175658.0,14100.0,83.38,4.0,0.0,1,pierwotny,2022.0,apartamentowiec,1.0,miejskie,2.0,1,0,0,0.0,Wzgórze Św. Maksymiliana,,6.0702810034456585,4.14921911265538,1.9210618907902786
1472,"Gdynia, Mały Kack, Strzelców",2000000.0,19238.0,103.96,4.0,6.0,0,wtórny,2015.0,,0.0,,6.0,0,0,0,7.0,Mały Kack,,6.301029995663981,4.2841599203986815,2.016866270828975
1473,"Gdynia, Mały Kack, Parkowa",665560.0,13748.0,48.41,2.0,0.0,1,pierwotny,2022.0,,1.0,miejskie,3.0,0,0,0,0.0,Mały Kack,,5.823187213070399,4.138239523465188,1.6849350826408895
1474,"Gdynia, Redłowo, Kaczewska",1050000.0,12238.0,85.8,3.0,1.0,0,wtórny,1938.0,,0.0,miejskie,1.0,0,0,0,84.0,Redłowo,,6.021189299069938,4.08771044886063,1.9334872878487055
1475,"Gdynia, Oksywie",450000.0,7840.0,57.4,2.0,1.0,0,wtórny,1936.0,kamienica,0.0,,2.0,1,0,0,86.0,Oksywie,,5.653212513775344,3.8943160626844384,1.7589118923979734
1476,"Gdynia, Śródmieście",409000.0,8521.0,48.0,3.0,0.0,0,wtórny,1990.0,blok,0.0,miejskie,5.0,0,0,0,32.0,Śródmieście,,5.611723308007342,3.9304905653062696,1.6812412373755872
1477,"Gdynia, Oksywie",526524.0,8900.0,59.16,4.0,2.0,1,pierwotny,,,1.0,,3.0,1,0,0,,Oksywie,,5.721418171969767,3.949390006644913,1.7720281653248549
1478,"Gdynia, Oksywie",420000.0,7970.0,52.7,3.0,1.0,1,wtórny,1978.0,blok,1.0,miejskie,9.0,1,0,0,44.0,Oksywie,,5.623249290397901,3.9014583213961123,1.7218106152125465
1479,"Gdynia, Chwarzno-Wiczlino, Chwarzno, gen. Mariusza Zaruskiego",710000.0,10547.0,67.32,3.0,2.0,1,wtórny,2016.0,blok,1.0,miejskie,3.0,1,0,0,6.0,Chwarzno-Wiczlino,,5.8512583487190755,4.0231289460104955,1.8281441073037863
1480,"Gdynia, Witomino, Niska",890000.0,12361.0,72.0,3.0,3.0,0,wtórny,2000.0,apartamentowiec,1.0,miejskie,12.0,1,0,0,22.0,Witomino,,5.949390006644912,4.092053606425475,1.8573324964312685
1481,"Starowiejska, Gdynia, pomorskie",1260000.0,12600.0,100.0,4.0,2.0,0,wtórny,1928.0,kamienica,0.0,,4.0,0,0,0,94.0,,Starowiejska,6.1003705451175625,4.1003705451175625,2.0
1482,"Gdynia, Pustki Cisowskie-Demptowo, Pustki Cisowskie",649200.0,7549.0,86.0,3.0,4.0,0,wtórny,2021.0,apartamentowiec,1.0,,4.0,1,0,0,1.0,Pustki Cisowskie-Demptowo,,5.812378511154194,3.877889425371484,1.9344984512435677
1483,"Gdynia, Pustki Cisowskie-Demptowo, Pustki Cisowskie",797475.0,7523.0,106.0,4.0,4.0,0,wtórny,2021.0,apartamentowiec,1.0,,4.0,1,0,0,1.0,Pustki Cisowskie-Demptowo,,5.901717077268743,3.8763910618191875,2.0253058652647704
1484,"Gdynia, Redłowo",902955.0,15660.0,57.66,3.0,6.0,1,pierwotny,,apartamentowiec,1.0,,8.0,1,0,0,,Redłowo,,5.955666107192066,4.194791757721925,1.760874638052189
1485,"Gdynia, Mały Kack",777712.0,12074.0,64.41,3.0,1.0,1,pierwotny,,,1.0,,3.0,1,0,0,,Mały Kack,,5.890818800116981,4.081851171517454,1.8089532991559112
1486,"Gdynia, Redłowo",908392.32,11784.0,77.09,3.0,3.0,0,pierwotny,,,0.0,,8.0,0,0,0,,Redłowo,,5.958273453821893,4.071292733834574,1.8869980456710993
1487,"Gdynia, Wielki Kack, Lesoka",955000.0,11396.0,83.8,4.0,1.0,1,wtórny,2001.0,blok,0.0,,3.0,0,1,1,21.0,Wielki Kack,,5.980003371583746,4.056752440567439,1.9232440186302764
1488,"Gdynia, Redłowo",740000.0,10725.0,69.0,3.0,0.0,0,wtórny,1961.0,blok,0.0,miejskie,4.0,1,1,0,61.0,Redłowo,,5.869231719730976,4.0303973008567615,1.8388490907372552
1489,"Gdynia, Śródmieście, św. Piotra",1020320.0,16000.0,63.77,3.0,8.0,1,pierwotny,2023.0,apartamentowiec,1.0,miejskie,18.0,0,0,0,-1.0,Śródmieście,,6.00873639964318,4.204119982655925,1.8046164169872552
1490,"Gdynia, Działki Leśne, LELEWELA JOACHIMA",523000.0,10896.0,48.0,2.0,2.0,1,wtórny,2001.0,apartamentowiec,0.0,miejskie,2.0,1,1,0,21.0,Działki Leśne,,5.718501688867274,4.03726709456871,1.6812412373755872
1491,"Gdynia, Mały Kack",1150000.0,16912.0,68.0,2.0,5.0,1,wtórny,2010.0,apartamentowiec,1.0,miejskie,6.0,0,0,1,12.0,Mały Kack,,6.060697840353612,4.228194969963351,1.8325089127062364
1492,"Gdynia, Działki Leśne, Nowogrodzka",899000.0,12662.0,71.0,3.0,1.0,1,wtórny,1950.0,,0.0,,3.0,1,0,0,72.0,Działki Leśne,,5.953759691733229,4.102502309185453,1.8512583487190752
1493,"Gdynia, Mały Kack, Leśna",1395000.0,18117.0,77.0,3.0,0.0,1,wtórny,,,0.0,,4.0,0,0,1,,Mały Kack,,6.144574207609616,4.258086284327979,1.8864907251724818
1494,"Gdynia, Śródmieście, Stefana Żeromskiego",1228315.0,15940.0,77.06,4.0,3.0,1,pierwotny,2022.0,,0.0,,3.0,1,0,0,0.0,Śródmieście,,6.089309755419841,4.2024883170600935,1.8868290046769822
