,address,price,price_m2,area_m2,rooms,floor,parking,market,build_yr,building_type,elevator,heating_type,max_floor,balcony,backyard,terrace,building_age,district,street,log_price,log_price_m2,log_area_m2
79,"Gdynia, Śródmieście, Podjazd",699999.0,11111.0,63.0,2.0,0.0,1,wtórny,1938.0,kamienica,0.0,miejskie,4.0,0,0,0,84.0,Śródmieście,,5.845097419593126,4.045753147594141,1.7993405494535817
80,"Gdynia, Grabówek",389000.0,8932.0,43.55,2.0,3.0,0,wtórny,1960.0,apartamentowiec,0.0,miejskie,4.0,1,0,0,62.0,Grabówek,,5.589949601325708,3.9509487143994004,1.638988159343682
81,"Gdynia, Chylonia",476000.0,8981.0,53.0,3.0,0.0,0,wtórny,1939.0,kamienica,0.0,gazowe,2.0,0,0,0,83.0,Chylonia,,5.6776069527204935,3.9533246963891853,1.724275869600789
82,"Gdynia, Mały Kack",649000.0,10364.0,62.62,2.0,0.0,1,wtórny,2000.0,dom,0.0,gazowe,,1,0,0,22.0,Mały Kack,,5.812244696800369,4.015527404313787,1.7967130632808965
83,"Gdynia, Chylonia",485000.0,8661.0,56.0,3.0,9.0,0,wtórny,1980.0,blok,1.0,miejskie,10.0,1,0,0,42.0,Chylonia,,5.685741738602264,3.937568038600383,1.7481880270062005
84,"Gdynia, Chylonia",375000.0,8978.0,41.77,2.0,0.0,0,wtórny,1980.0,blok,0.0,miejskie,4.0,1,0,0,42.0,Chylonia,,5.574031267727719,3.953179601065634,1.6208644752651211
85,"Gdynia, Chwarzno-Wiczlino, ul. Romana Felińskiego 7",720000.0,8372.0,86.0,4.0,3.0,1,wtórny,2020.0,apartamentowiec,1.0,miejskie,3.0,0,0,1,2.0,Chwarzno-Wiczlino,,5.857332496431268,3.922829219666649,1.9344984512435677
86,"Gdynia, Chwarzno-Wiczlino, Augustyna Krauzego",799000.0,9184.0,87.0,4.0,4.0,1,wtórny,,apartamentowiec,1.0,,4.0,0,0,1,,Chwarzno-Wiczlino,,5.902546779313991,3.963031875053898,1.9395192526186185
87,"Gdynia, Pogórze",454000.0,10600.0,42.83,2.0,2.0,1,wtórny,2015.0,blok,1.0,miejskie,4.0,1,0,0,7.0,Pogórze,,5.657055852857104,4.02530586526477,1.6317480743965693
88,"Gdynia, Chwarzno-Wiczlino, Stanisława Filipkowskiego",880000.0,11000.0,80.0,4.0,3.0,1,wtórny,2014.0,blok,1.0,,3.0,0,0,1,8.0,Chwarzno-Wiczlino,,5.944482672150168,4.041392685158225,1.9030899869919435
89,"Gdynia, Śródmieście, Stefana Żeromskiego",1260000.0,17627.0,71.48,3.0,1.0,1,wtórny,2020.0,apartamentowiec,1.0,,4.0,1,0,0,2.0,Śródmieście,,6.1003705451175625,4.246178404510863,1.8541845438336066
90,"Gdynia, Leszczynki, Młyńska",540000.0,10000.0,54.0,3.0,3.0,1,wtórny,1986.0,,0.0,,4.0,1,0,0,36.0,Leszczynki,,5.732393759822968,4.0,1.7323937598229686
91,"Gdynia, Wzgórze Św. Maksymiliana, ul. Partyzantów",820000.0,21354.0,38.4,3.0,8.0,0,wtórny,1960.0,blok,1.0,miejskie,10.0,1,0,0,62.0,Wzgórze Św. Maksymiliana,,5.913813852383717,4.329479238387489,1.5843312243675307
92,"ul. Morska, Gdynia, pomorskie",455000.0,7818.0,58.2,3.0,4.0,0,wtórny,,kamienica,0.0,miejskie,4.0,0,0,0,,Chylonia,Morska,5.658011396657113,3.893095666096228,1.7649229846498886
93,"Gdynia, Mały Kack",2200000.0,16176.0,136.0,5.0,2.0,0,wtórny,,apartamentowiec,0.0,,,1,0,0,,Mały Kack,,6.342422680822207,4.208871138246926,2.1335389083702174
94,"Gdynia, Wzgórze Św. Maksymiliana",1769254.0,22900.0,77.26,3.0,3.0,0,pierwotny,2022.0,apartamentowiec,1.0,miejskie,6.0,1,0,0,0.0,Wzgórze Św. Maksymiliana,,6.2477901861486895,4.359835482339888,1.8879547038088016
95,"Gdynia, Chwarzno-Wiczlino, Chwarzno",839000.0,12124.0,69.2,3.0,3.0,1,wtórny,2020.0,,0.0,,3.0,0,0,0,2.0,Chwarzno-Wiczlino,,5.9237619608287,4.083645927695585,1.8401060944567578
96,"Gdynia, Oksywie, Zielona",485345.0,8089.0,60.0,4.0,1.0,1,pierwotny,2022.0,apartamentowiec,0.0,,3.0,1,1,1,0.0,Oksywie,,5.686050559903079,3.907894835416283,1.7781512503836436
97,"Gdynia, Wielki Kack",499000.0,12475.0,40.0,2.0,,0,wtórny,2015.0,,0.0,,,0,0,0,7.0,Wielki Kack,,5.69810054562339,4.096040554295428,1.6020599913279623
98,"Gdynia, Obłuże",259000.0,7667.0,33.78,1.0,1.0,1,wtórny,1960.0,blok,0.0,elektryczne,3.0,0,0,0,62.0,Obłuże,,5.413299764081252,3.8846254632562345,1.5286596452349899
99,"Morska, Gdynia, pomorskie",949900.0,11815.0,80.4,3.0,2.0,1,wtórny,,kamienica,0.0,gazowe,4.0,1,0,0,,Chylonia,Morska,5.977677887673994,4.072433725968388,1.9052560487484513
100,"Gdynia, Chwarzno-Wiczlino, gen. Mariusza Zaruskiego",699000.0,10625.0,65.79,3.0,1.0,1,wtórny,2012.0,,1.0,miejskie,3.0,1,0,0,10.0,Chwarzno-Wiczlino,,5.8444771757456815,4.026328938722349,1.8181598863971853
101,"Gdynia, Obłuże, ul. Jantarowa",585000.0,9983.0,58.6,3.0,0.0,0,wtórny,2011.0,blok,1.0,miejskie,7.0,0,1,1,11.0,Obłuże,,5.76715586608218,3.9992610711131005,1.7678976160180906
102,"Gdynia, Cisowa",627000.0,11737.0,53.42,3.0,0.0,1,wtórny,2021.0,blok,1.0,miejskie,5.0,0,1,0,1.0,Cisowa,,5.797267540830717,4.069557104582695,1.727703883685354
103,"ul. Kazimierza Górskiego, Gdynia, pomorskie",572834.66,12129.0,47.23,2.0,5.0,0,pierwotny,2021.0,apartamentowiec,1.0,miejskie,16.0,0,0,0,1.0,Wzgórze Św. Maksymiliana,Kazimierza Górskiego,5.758029287566812,4.083824996053337,1.6742179455767
104,"Gdynia, Redłowo, Bohaterów Starówki Warszawskiej",620000.0,12029.0,51.54,2.0,1.0,1,wtórny,,,0.0,,4.0,1,0,0,,Redłowo,,5.7923916894982534,4.080229524884867,1.7121444142148858
105,"Gdynia, Chwarzno-Wiczlino, ul. Franciszka Sokoła",990000.0,10882.0,90.98,3.0,1.0,0,wtórny,1999.0,,0.0,kotłownia,2.0,0,0,1,23.0,Chwarzno-Wiczlino,,5.99563519459755,4.036708721569886,1.9589459324939364
106,"Gdynia, Śródmieście, Kazimierza Pułaskiego",1599000.0,16656.0,96.0,5.0,0.0,0,wtórny,,kamienica,0.0,gazowe,3.0,0,0,0,,Śródmieście,,6.203848463746235,4.221570712166461,1.9822712330395684
107,"Gdynia, Śródmieście",495000.0,11458.0,43.2,2.0,3.0,0,wtórny,,blok,0.0,miejskie,4.0,1,0,0,,Śródmieście,,5.694605198933568,4.059108817913594,1.6354837468149122
108,"Gdynia, Grabówek",499000.0,9239.0,54.01,3.0,4.0,0,wtórny,1970.0,blok,0.0,miejskie,4.0,1,0,0,52.0,Grabówek,,5.69810054562339,3.965624967109243,1.7324741772811936
109,"Gdynia, Leszczynki, ul. Stefana Ramułta",439000.0,9756.0,45.0,3.0,2.0,0,wtórny,,kamienica,0.0,miejskie,4.0,0,0,0,,Leszczynki,,5.642464520242122,3.989271791641693,1.6532125137753437
110,"Gdynia, Śródmieście, Stefana Żeromskiego",890000.0,19778.0,45.0,2.0,2.0,1,wtórny,2020.0,apartamentowiec,1.0,miejskie,6.0,1,0,0,2.0,Śródmieście,,5.949390006644912,4.296182372555435,1.6532125137753437
111,"Gdynia, Pogórze, Staszica",540000.0,10189.0,53.0,3.0,3.0,1,wtórny,2014.0,apartamentowiec,0.0,miejskie,3.0,1,0,0,8.0,Pogórze,,5.732393759822968,4.008131562240663,1.724275869600789
112,"Gdynia, Śródmieście, Centrum, ul. Antoniego Abrahama",2950000.0,25652.0,115.0,4.0,1.0,1,wtórny,2016.0,kamienica,1.0,miejskie,5.0,1,0,0,6.0,Śródmieście,,6.469822015978163,4.4091212312452015,2.060697840353612
113,"Gdynia, Grabówek, Stefana Ramułta",439000.0,9756.0,45.0,2.0,2.0,1,wtórny,,kamienica,0.0,miejskie,8.0,0,0,0,,Grabówek,,5.642464520242122,3.989271791641693,1.6532125137753437
114,"Gdynia, Redłowo, ul. gen. Józefa Hallera",1643000.0,15500.0,106.0,3.0,1.0,1,wtórny,1936.0,kamienica,0.0,gazowe,2.0,1,1,1,86.0,Redłowo,,6.215637563435061,4.190331698170292,2.0253058652647704
115,"Gdynia, Pustki Cisowskie-Demptowo, Pustki Cisowskie, Chabrowa",675000.0,10170.0,66.37,3.0,0.0,1,wtórny,1995.0,,0.0,,4.0,1,0,1,27.0,Pustki Cisowskie-Demptowo,,5.829303772831025,4.007320952922744,1.8219718176420427
116,"Gdynia, Cisowa, ul. Chylońska",463000.0,9646.0,48.0,3.0,3.0,0,wtórny,1979.0,blok,0.0,miejskie,4.0,1,0,0,43.0,Cisowa,,5.665580991017953,3.984347257585864,1.6812412373755872
117,"Gdynia, Śródmieście",469900.0,12700.0,37.0,2.0,3.0,1,wtórny,,blok,0.0,miejskie,4.0,0,0,0,,Śródmieście,,5.672005445022952,4.103803720955957,1.568201724066995
118,"Gdynia, Śródmieście, Centrum, ul. Hieronima Derdowskiego",864000.0,18989.0,45.5,2.0,3.0,1,wtórny,1960.0,kamienica,0.0,miejskie,5.0,1,0,0,62.0,Śródmieście,,5.936513742478893,4.278502094493883,1.6580113966571124
119,"Gdynia, Mały Kack",433000.0,11189.0,38.7,2.0,1.0,1,wtórny,2022.0,,0.0,,2.0,1,0,1,0.0,Mały Kack,,5.636487896353366,4.048791273848409,1.5877109650189114
120,"Gdynia, Leszczynki, ul. Kaspra Geskiego",399015.0,11420.0,34.94,2.0,0.0,1,pierwotny,2022.0,blok,1.0,miejskie,3.0,0,1,1,0.0,Leszczynki,,5.600989222240082,4.057666103909829,1.543322900646912
121,"Gdynia, Mały Kack, ul. Olgierda",485362.0,12919.0,37.57,2.0,2.0,1,pierwotny,2022.0,blok,0.0,gazowe,3.0,0,0,0,0.0,Mały Kack,,5.686065771509039,4.111228898234156,1.5748411950633847
122,"Gdynia, Dąbrowa",445000.0,10349.0,43.0,2.0,1.0,0,wtórny,2007.0,blok,0.0,miejskie,3.0,1,0,0,15.0,Dąbrowa,,5.648360010980932,4.014898386946205,1.6334684555795864
123,"Gdynia, Wielki Kack",449000.0,9354.0,48.0,2.0,3.0,1,wtórny,1995.0,blok,0.0,miejskie,3.0,1,0,0,27.0,Wielki Kack,,5.652246341003323,3.9709973655724853,1.6812412373755872
124,"Gdynia, Leszczynki, Stefana Ramułta",469000.0,8911.0,52.63,3.0,10.0,0,wtórny,1980.0,blok,1.0,miejskie,11.0,1,0,0,42.0,Leszczynki,,5.671172842715083,3.9499264436679122,1.7212333700172775
125,,534973.2,8760.0,61.07,3.0,1.0,0,wtórny,1987.0,blok,0.0,miejskie,4.0,1,0,0,35.0,,,5.7283320261639465,3.9425041061680806,1.7858279199958655
126,"Gdynia, Dąbrowa, Kolendrowa",609000.0,8219.0,74.1,4.0,2.0,1,wtórny,1990.0,blok,0.0,miejskie,4.0,1,0,0,32.0,Dąbrowa,,5.784617292632875,3.9148189804474733,1.8698182079793282
127,"Gdynia, Cisowa, ul. Zbożowa",608000.0,9806.0,62.0,4.0,10.0,1,wtórny,1985.0,blok,1.0,miejskie,11.0,1,0,0,37.0,Cisowa,,5.783903579272735,3.9914918889101596,1.792391689498254
128,"Gdynia, Mały Kack, Bernadowo Park",890000.0,14355.0,62.0,3.0,0.0,1,wtórny,2018.0,apartamentowiec,1.0,gazowe,4.0,0,0,1,4.0,Mały Kack,,5.949390006644912,4.157003196832525,1.792391689498254
129,"Gdynia, Kamienna Góra",1088000.0,32000.0,34.0,2.0,2.0,1,wtórny,2018.0,apartamentowiec,1.0,miejskie,5.0,0,0,0,4.0,Kamienna Góra,,6.036628895362161,4.505149978319906,1.5314789170422551
130,"Gdynia, Chylonia, Chylońska",459000.0,9563.0,48.0,3.0,3.0,1,wtórny,,blok,0.0,miejskie,4.0,1,0,0,,Chylonia,,5.661812685537261,3.9805941557762203,1.6812412373755872
131,"Gdynia, Dąbrowa, Gorczycowa",729000.0,9720.0,75.0,3.0,2.0,1,wtórny,2006.0,blok,0.0,inne,3.0,0,0,0,16.0,Dąbrowa,,5.862727528317975,3.9876662649262746,1.8750612633917
132,"Gdynia, Orłowo",479000.0,13123.0,36.5,2.0,0.0,1,wtórny,1936.0,kamienica,0.0,gazowe,1.0,0,1,0,86.0,Orłowo,,5.680335513414564,4.118033128828567,1.5622928644564746
133,"Gdynia, Babie Doły, ul. Ikara",499000.0,10617.0,47.0,2.0,3.0,0,wtórny,,blok,0.0,miejskie,3.0,1,0,0,,Babie Doły,,5.69810054562339,4.026001817357177,1.6720978579357175
134,"Gdynia, Wielki Kack, ul. Nowodworcowa",379000.0,9444.0,40.13,2.0,2.0,1,pierwotny,2024.0,apartamentowiec,1.0,gazowe,3.0,1,0,0,-2.0,Wielki Kack,,5.578639209968072,3.9751559784066894,1.6034691597338389
135,"Gdynia, Chwarzno-Wiczlino, Wiczlino, ul. Jachtowa",699000.0,5197.0,134.5,4.0,1.0,1,pierwotny,2023.0,szeregowiec,0.0,gazowe,2.0,1,1,0,-1.0,Chwarzno-Wiczlino,,5.8444771757456815,3.7157527168228595,2.128722284338427
136,"Gdynia, Obłuże",375000.0,11367.0,32.99,2.0,2.0,1,wtórny,2021.0,blok,0.0,gazowe,3.0,1,0,0,1.0,Obłuże,,5.574031267727719,4.055645859994655,1.518382315545344
137,"Gdynia, Witomino, Niska",577700.0,10900.0,53.0,2.0,10.0,0,wtórny,2002.0,apartamentowiec,1.0,,13.0,0,0,0,20.0,Witomino,,5.761702367541413,4.037426497940624,1.724275869600789
138,"Gdynia, Obłuże, ul. Karpińskiego",545000.0,10900.0,50.0,2.0,1.0,1,wtórny,,blok,1.0,miejskie,4.0,0,0,1,,Obłuże,,5.7363965022766426,4.037426497940624,1.6989700043360187
139,"Gdynia, Chwarzno-Wiczlino, ul. Stanisława Filipkowskiego",1150000.0,10088.0,114.0,4.0,3.0,0,wtórny,,blok,0.0,miejskie,3.0,1,0,1,,Chwarzno-Wiczlino,,6.060697840353612,4.003805073565025,2.0569048513364727
140,"Gdynia, Wzgórze Św. Maksymiliana, ul. Kazimierza Górskiego",597000.0,12702.0,47.0,2.0,5.0,0,wtórny,2021.0,apartamentowiec,1.0,miejskie,17.0,1,0,1,1.0,Wzgórze Św. Maksymiliana,,5.775974331129369,4.103872108403055,1.6720978579357175
141,"Gdynia, Mały Kack, ul. Kowieńska 15",1019000.0,11918.0,85.5,4.0,1.0,1,pierwotny,2022.0,apartamentowiec,1.0,kotłownia,2.0,1,0,0,0.0,Mały Kack,,6.008174184006426,4.076203381088768,1.9319661147281726
142,"Gdynia, Witomino",315000.0,9431.0,33.4,2.0,2.0,0,wtórny,1970.0,blok,1.0,miejskie,10.0,1,0,0,52.0,Witomino,,5.498310553789601,3.97455774485358,1.5237464668115646
143,"Gdynia, Leszczynki, ul. Kaspra Geskiego",390629.0,11180.0,34.94,2.0,1.0,1,pierwotny,2022.0,blok,1.0,miejskie,3.0,1,0,0,0.0,Leszczynki,,5.591764481840876,4.048441803550404,1.543322900646912
144,"Gdynia, Wzgórze Św. Maksymiliana, Żołnierzy Dywizji Kościuszkowskiej",721680.0,15500.0,46.56,2.0,1.0,0,wtórny,2022.0,,0.0,,3.0,0,0,0,0.0,Wzgórze Św. Maksymiliana,,5.858344669812124,4.190331698170292,1.6680129716418322
145,"Gdynia, Orłowo",585000.0,11584.0,50.5,3.0,3.0,1,wtórny,1961.0,blok,0.0,miejskie,3.0,0,1,0,61.0,Orłowo,,5.76715586608218,4.063858548853072,1.7032913781186614
146,"Gdynia, Kamienna Góra",819000.0,16714.0,49.0,3.0,2.0,1,wtórny,1950.0,kamienica,0.0,miejskie,4.0,0,0,0,72.0,Kamienna Góra,,5.913283901760418,4.223080397831155,1.6901960800285136
147,"Gdynia, Wzgórze Św. Maksymiliana",799000.0,12273.0,65.1,3.0,2.0,0,wtórny,1977.0,blok,0.0,miejskie,3.0,1,0,0,45.0,Wzgórze Św. Maksymiliana,,5.902546779313991,4.088950734218036,1.813580988568192
148,"Gdynia, Śródmieście",799000.0,12784.0,62.5,3.0,1.0,0,wtórny,1962.0,kamienica,0.0,miejskie,5.0,1,0,0,60.0,Śródmieście,,5.902546779313991,4.106666761969916,1.7958800173440752
149,"Gdynia, Witomino, Witomino-Radiostacja, ul. Konwaliowa",386000.0,10212.0,37.8,2.0,7.0,0,wtórny,1970.0,blok,1.0,miejskie,10.0,1,0,0,52.0,Witomino,,5.586587304671755,4.009110806132212,1.5774917998372253
150,"Gdynia, Chylonia, ul. Morska",485000.0,8981.0,54.0,3.0,9.0,0,wtórny,1975.0,blok,1.0,miejskie,10.0,1,0,0,47.0,Chylonia,,5.685741738602264,3.9533246963891853,1.7323937598229686
151,"Gdynia, Oksywie, Nasypowa",470400.0,9872.0,47.65,3.0,1.0,1,pierwotny,2021.0,,1.0,,3.0,1,0,0,1.0,Oksywie,,5.672467313068082,3.9944051466891666,1.6780629049743452
152,"Gdynia, Pogórze, Stefana Czarnieckiego",624000.0,9659.0,64.6,3.0,2.0,1,wtórny,2010.0,,1.0,miejskie,2.0,1,0,0,12.0,Pogórze,,5.795184589682424,3.984932166067412,1.810232517995084
153,"Gdynia, Grabówek, ul. Stefana Okrzei",499000.0,7110.0,70.18,3.0,3.0,1,wtórny,,blok,0.0,miejskie,3.0,1,0,0,,Grabówek,,5.69810054562339,3.851869600729766,1.8462133638793874
154,"Gdynia, Chylonia, ul. Chylońska 51",450000.0,8555.0,52.6,3.0,3.0,0,wtórny,1980.0,blok,1.0,miejskie,11.0,1,0,0,42.0,Chylonia,,5.653212513775344,3.932220013877119,1.720985744153739
155,"Gdynia, Grabówek",489000.0,11869.0,41.2,2.0,1.0,1,wtórny,2012.0,blok,0.0,miejskie,5.0,1,0,0,10.0,Grabówek,,5.68930885912362,4.074414129841136,1.6148972160331345
156,"Gdynia, Chwarzno-Wiczlino, ul. Władysława Kańskiego",685000.0,10074.0,68.0,3.0,1.0,1,wtórny,2005.0,apartamentowiec,0.0,miejskie,3.0,1,0,0,17.0,Chwarzno-Wiczlino,,5.835690571492425,4.003201946521693,1.8325089127062364
157,"Gdynia, Śródmieście, Węglowa",1390000.0,34069.0,40.8,2.0,10.0,0,wtórny,2020.0,,0.0,,17.0,0,0,0,2.0,Śródmieście,,6.143014800254095,4.532359386257763,1.61066016308988
158,"Gdynia, Śródmieście, Stefana Batorego",370000.0,19968.0,18.53,1.0,5.0,0,wtórny,1970.0,blok,1.0,miejskie,5.0,0,0,0,52.0,Śródmieście,,5.568201724066995,4.30033456800233,1.2678754193188977
159,"Gdynia, Redłowo, Boh. Starówki Warszawskiej",620000.0,11923.0,52.0,2.0,1.0,1,wtórny,1970.0,blok,0.0,miejskie,4.0,1,1,0,52.0,Redłowo,,5.7923916894982534,4.076385543954533,1.7160033436347992
160,"Gdynia, Śródmieście",514855.0,19495.0,26.41,1.0,2.0,0,pierwotny,2023.0,blok,0.0,,4.0,1,0,0,-1.0,Śródmieście,,5.711684934737057,4.289923239524004,1.421768401206924
161,"Gdynia, Śródmieście",999350.0,18863.0,52.98,3.0,0.0,1,pierwotny,2023.0,blok,0.0,,4.0,0,1,1,-1.0,Śródmieście,,5.999717616802278,4.275610764744573,1.7241119539612122
162,"Gdynia, Witomino, Nauczycielska",499000.0,9523.0,52.4,3.0,3.0,0,wtórny,1980.0,blok,0.0,miejskie,4.0,1,0,0,42.0,Witomino,,5.69810054562339,3.9787737843301225,1.7193312869837267
163,"Zwinisławy, Gdynia, pomorskie",699000.0,8214.0,85.1,3.0,3.0,1,wtórny,,,0.0,,3.0,1,0,0,,,Zwinisławy,5.8444771757456815,3.914554698517634,1.9299295600845878
164,"Gdynia, Redłowo, Janusza Korczaka",1399000.0,8689.0,161.0,3.0,0.0,0,wtórny,1995.0,blok,1.0,miejskie,4.0,0,0,1,27.0,Redłowo,,6.145817714491828,3.93896979722289,2.2068258760318495
165,"Gdynia, Oksywie, Bosmańska",649000.0,11039.0,58.79,3.0,1.0,1,wtórny,2022.0,blok,1.0,inne,3.0,1,0,0,0.0,Oksywie,,5.812244696800369,4.0429297333431595,1.7693034601890818
166,"Gdynia, Chwarzno-Wiczlino, Władysława Grabowskiego",870000.0,12985.0,67.0,3.0,2.0,1,wtórny,2020.0,blok,1.0,inne,3.0,1,0,0,2.0,Chwarzno-Wiczlino,,5.939519252618618,4.113441953965322,1.8260748027008264
167,"Gdynia, Dąbrowa, Lubczykowa",750000.0,6221.0,120.55,4.0,1.0,1,wtórny,1998.0,dom,0.0,gazowe,4.0,1,1,1,24.0,Dąbrowa,,5.8750612633917,3.7938602013426697,2.0811672147134725
168,"Gdynia, Śródmieście, Węglowa",1000000.0,25641.0,39.0,1.0,2.0,1,wtórny,2020.0,apartamentowiec,1.0,miejskie,17.0,1,0,0,2.0,Śródmieście,,6.0,4.408934958678802,1.591064607026499
169,"Gdynia, Obłuże",519000.0,9792.0,53.0,3.0,3.0,0,wtórny,1977.0,blok,1.0,miejskie,11.0,1,0,0,45.0,Obłuże,,5.715167357848458,3.990871404801486,1.724275869600789
170,"Gdynia, Wzgórze Św. Maksymiliana",355000.0,13371.0,26.55,1.0,7.0,0,wtórny,,blok,1.0,miejskie,7.0,0,0,0,,Wzgórze Św. Maksymiliana,,5.550228353055094,4.126163888805839,1.424064525417488
171,"Gdynia, Orłowo, al. Zwycięstwa",1299000.0,14761.0,88.0,4.0,1.0,1,wtórny,1996.0,blok,0.0,,3.0,1,0,0,26.0,Orłowo,,6.113609151073028,4.169115780235715,1.9444826721501687
172,"Gdynia, Wzgórze Św. Maksymiliana, Partyzantów",785000.0,12096.0,64.9,2.0,1.0,0,wtórny,1930.0,,0.0,,4.0,1,0,0,92.0,Wzgórze Św. Maksymiliana,,5.894869656745253,4.082641778157131,1.8122446968003694
173,"Gdynia, Orłowo, ul. Wrocławska 41",999271.0,13900.0,71.89,4.0,1.0,1,pierwotny,2022.0,kamienica,1.0,,3.0,1,1,1,0.0,Orłowo,,5.99968328386563,4.143014800254095,1.856668483611535
174,"Gdynia, Orłowo, ul. Wrocławska 41",1330931.0,13300.0,100.07,4.0,2.0,1,pierwotny,2022.0,kamienica,1.0,kotłownia,3.0,1,1,1,0.0,Orłowo,,6.124155540751898,4.123851640967086,2.0003038997848126
175,"Gdynia, Karwiny",588000.0,9639.0,61.0,3.0,4.0,0,wtórny,1980.0,blok,0.0,miejskie,4.0,1,0,0,42.0,Karwiny,,5.769377326076138,3.9840319802711806,1.7853298350107671
176,"Gdynia, pomorskie",535770.0,9062.0,59.12,4.0,0.0,0,pierwotny,2021.0,,0.0,,4.0,0,1,0,1.0,,,5.728978391991078,3.957224057843167,1.7717344253867693
177,"Stoigniewa, Gdynia, pomorskie",549000.0,9885.0,55.54,3.0,4.0,0,wtórny,2003.0,,0.0,,4.0,1,0,0,19.0,,Stoigniewa,5.739572344450092,3.994976673649691,1.7446058754142388
178,"Gdynia, Oksywie",359000.0,7923.0,45.31,3.0,0.0,0,wtórny,1977.0,blok,0.0,miejskie,4.0,0,0,0,45.0,Oksywie,,5.555094448578319,3.8988896559265864,1.6561940621791857
179,"Gdynia, Mały Kack, Parkowa",530000.0,13217.0,40.1,2.0,1.0,0,wtórny,,,0.0,,2.0,0,0,0,,Mały Kack,,5.724275869600789,4.1211328899984085,1.6031443726201824
180,"Gdynia, Wielki Kack",1589000.0,12646.0,125.65,4.0,3.0,1,wtórny,2008.0,blok,1.0,miejskie,3.0,1,0,0,14.0,Wielki Kack,,6.201123897207379,4.101953177477199,2.0991624929285946
181,"Gdynia, Pogórze, ul. Aragońska",930000.0,11496.0,80.9,4.0,1.0,1,wtórny,2021.0,,0.0,gazowe,1.0,1,0,1,1.0,Pogórze,,5.968482948553935,4.060546755126169,1.9079485216122722
182,"Gdynia, Śródmieście, Centrum, ul. Antoniego Abrahama",689000.0,18622.0,37.0,2.0,4.0,0,wtórny,,kamienica,0.0,miejskie,4.0,1,0,0,,Śródmieście,,5.838219221907626,4.270026322312294,1.568201724066995
183,"Gdynia, Pustki Cisowskie-Demptowo, Pustki Cisowskie, ul. Modrzewiowa 2",489000.0,10451.0,46.79,2.0,2.0,1,wtórny,2005.0,blok,1.0,miejskie,6.0,1,0,0,17.0,Pustki Cisowskie-Demptowo,,5.68930885912362,4.019157847739282,1.6701530451921802
184,"Gdynia, Mały Kack",649000.0,10364.0,62.62,2.0,1.0,1,wtórny,2000.0,dom,0.0,gazowe,2.0,1,1,0,22.0,Mały Kack,,5.812244696800369,4.015527404313787,1.7967130632808965
185,"Gdynia, Oksywie, Zielona",485345.0,8086.0,60.02,4.0,1.0,1,wtórny,2022.0,apartamentowiec,0.0,miejskie,3.0,1,1,1,0.0,Oksywie,,5.686050559903079,3.9077337369976552,1.7782959910888338
186,"Gdynia, Oksywie, Zielona",515000.0,8651.0,59.53,4.0,0.0,1,pierwotny,2022.0,apartamentowiec,0.0,,3.0,1,1,1,0.0,Oksywie,,5.711807229041191,3.937066312017428,1.7747358825517534
187,"Gdynia, Oksywie, Zielona",480224.0,10078.0,47.65,3.0,3.0,1,pierwotny,2022.0,apartamentowiec,0.0,,3.0,1,1,1,0.0,Oksywie,,5.681443860858672,4.0033743540197495,1.6780629049743452
188,"Gdynia, Leszczynki, Morska",385000.0,14259.0,27.0,2.0,5.0,1,wtórny,1970.0,blok,1.0,,11.0,1,0,0,52.0,Leszczynki,,5.585460729508501,4.154089069014421,1.4313637641589874
189,"Gdynia, Pogórze",500578.0,8450.0,59.24,2.0,1.0,1,pierwotny,2022.0,,1.0,,2.0,1,0,0,0.0,Pogórze,,5.699471758798863,3.926856708949692,1.7726150498491708
190,"Gdynia, Orłowo, ul. Wrocławska 41",1087814.0,13900.0,78.26,4.0,1.0,1,pierwotny,2022.0,kamienica,1.0,,3.0,1,0,1,0.0,Orłowo,,6.036554643818756,4.143014800254095,1.8935398435646613
191,"Gdynia, Mały Kack, ul. Olgierda",600681.0,12702.0,47.29,3.0,2.0,1,pierwotny,2022.0,blok,0.0,gazowe,3.0,0,0,0,0.0,Mały Kack,,5.778643895097585,4.103872108403055,1.6747693140154263
192,"Gdynia, Śródmieście",499000.0,11089.0,45.0,2.0,2.0,0,wtórny,1937.0,kamienica,0.0,miejskie,5.0,0,0,0,85.0,Śródmieście,,5.69810054562339,4.04489238347436,1.6532125137753437
193,"Gdynia, Cisowa, Zbożowa 13",489000.0,8150.0,60.0,3.0,3.0,0,wtórny,1985.0,blok,1.0,miejskie,10.0,1,0,0,37.0,Cisowa,,5.68930885912362,3.9111576087399764,1.7781512503836436
194,"Gdynia, Chylonia, Chylońska",436000.0,11474.0,38.0,2.0,4.0,1,wtórny,,blok,0.0,miejskie,10.0,1,0,0,,Chylonia,,5.639486489268586,4.059714845546422,1.5797835966168101
195,"Gdynia, Orłowo, Wrocławska",892696.0,13300.0,67.12,4.0,1.0,1,wtórny,2022.0,apartamentowiec,1.0,,3.0,1,0,0,0.0,Orłowo,,5.9507035887877295,4.123851640967086,1.826851947820644
196,"Gdynia, Orłowo, Wrocławska",1061632.0,14300.0,74.24,4.0,1.0,0,wtórny,,,0.0,,3.0,0,0,0,,Orłowo,,6.025974000675867,4.155336037465061,1.8706379632108057
